編號,英文,中文
604,swamp,(v.5)使陷入沼澤;淹沒;使陷入困境
605,swarm,(v.5)成群地移動(或飛行);擠滿
606,sympathize,(v.10)同情;憐憫
607,tackle,(v.6)著手對付(或處理);擒抱並摔倒
608,tan,(v.3)曬成棕褐色;鞣(皮)
609,tangle,(v.6)使糾結;使混亂
610,tar,(v.3)塗焦油於;玷污;污辱
611,taunt,(v.5)辱罵;嘲笑;奚落
612,tempt,(v.5)引誘;誘惑
613,tenant,"(v.6)租,租賃;居住於"
614,terrace,(v.7)使成梯形地
615,thrill,(v.6)使興奮;使激動;使毛骨悚然;顫抖
616,throng,(v.6)擠滿;湧入
617,thrust,(v.6)用力推;刺;插
618,tick,(v.4)發滴答聲;責備
619,tile,(v.4)鋪砌瓦(或瓷磚等)
620,tilt,(v.4)使傾斜;使翹起;偏向
621,tin,(v.3)把...裝罐
622,tiptoe,(v.6)踮著腳
623,toil,(v.4)苦幹;艱難地行進
624,torch,(v.5)如火炬般地燃燒
625,torment,(v.7)使痛苦;折磨;煩擾
626,torture,(v.7)拷打;拷問;折磨
627,tramp,(v.5)腳步沈重地行走;踐踏;流浪
628,trample,(v.7)踩;踐踏;蔑視
629,trench,(v.6)挖溝;挖戰壕
630,trifle,(v.6)戲弄;輕視
631,trim,(v.4)修剪;修整;整理;削減
632,triple,(v.6)使成三倍;三倍於
633,trot,(v.4)(馬等)小跑;(人)慢跑
634,tuck,(v.4)把...塞進;使有褶襉
635,umpire,(v.6)仲裁;當裁判
636,underline,(v.9)劃線於...之下;強調
637,update,(v.6)使...合乎時代;更新
638,utter,(v.5)發出(聲音等);說;講
639,vacuum,(v.6)吸塵
640,veil,(v.4)用帷幕分隔;掩飾;戴面紗
641,venture,(v.7)冒險;大膽行事
642,veto,(v.4)否決;反對
643,vibrate,(v.7)顫動;振動;震動
644,videotape,(v.9)將(節目)錄到帶子上
645,vow,(v.3)發誓要;鄭重宣告
646,wade,(v.4)涉水而行;艱難地前進
647,wail,(v.4)慟哭;(警笛等)尖嘯;哀訴
648,ward,(v.4)避開;擋開
649,warehouse,(v.9)把...存入倉庫
650,weary,(v.5)使疲倦;使厭煩
651,wharf,(v.5)靠碼頭
652,whine,(v.5)發哀鳴聲;發牢騷
653,whirl,(v.5)旋轉;迴旋
654,whisk,(v.5)撢;打(蛋等); 迅速移動
655,wholesale,(v.9)以批發方式
656,widow,(v.5)使成寡婦(或鰥夫)
657,wither,(v.6)枯萎;凋謝
658,worship,(v.7)崇拜;拜神;做禮拜
659,wring,(v.5)絞;擰;緊握
660,yacht,(v.5)駕快艇;乘遊艇
661,yarn,(v.4)講故事;長談
662,yield,(v.5)出產;使屈服;讓路
663,zip,(v.3)以尖嘯聲行進;拉開拉鍊
664,zoom,(v.4)發出嗡嗡聲;將畫面推近或拉遠
665,astray,(adv.6)迷路;離開正道
666,awhile,(adv.6)片刻
667,barefoot,(adv.8)赤著腳地
668,beforehand,(adv.10)事先;提前地
669,bodily,(adv.6)親身地;以肉體形式;整體地
670,clockwise,(adv.9)順時針方向地;右旋地
671,counterclockwise,(adv.16)逆時針方向地
672,downward,(adv.8)向下;日趨沒落地;(時間)往後推移地
673,downwards,(adv.9)向下
674,foul,(adv.4)違反規則地;不正當地
675,hence,(adv.5)因此;由此
676,inland,(adv.6)向內地;向內陸
677,inward,(adv.6)向內;向中心
678,inwards,(adv.7)向內
679,jolly,"(adv.5)非常,很"
680,meantime,(adv.8)其間;同時
681,nonetheless,(adv.11)但是;仍然
682,nowhere,(adv.7)任何地方都不
683,outward,"(adv.7)向外;出海,出港"
684,outwards,"(adv.8)向外;出海,出港;顯而易見地"
685,overall,(adv.7)總的來說;大體上
686,partly,(adv.6)部分地
687,prior,(adv.5)在前;居先
688,slap,(adv.4)砰地;猛然地
689,solo,(adv.4)單獨地
690,tiptoe,(adv.6)踮著腳
691,underneath,(adv.10)在下面;在底下
692,undoubtedly,(adv.11)毫無疑問地;肯定地
693,upright,(adv.7)挺直地;垂直地;豎著
694,upward,(adv.6)向上;在上面;以上;超過
695,upwards,"(adv.7)向上地,朝上"
696,whereabouts,(adv.11)在哪裡
697,wholesale,(adv.9)以批發方式;全部地
698,midst,(prep.5)在...之中
699,underneath,(prep.10)在...下面
700,versus,(prep.6)(常略作v.或vs.)與...相對
701,via,(prep.3)經由;取道;憑藉
702,lest,(conj.4)惟恐;免得;擔心
703,whereas,(conj.7)(常用在句首)反之;而
704,abortion,(n.8)墮胎
705,academy,(n.7)學院;大學;研究院
706,ace,(n.3)(紙牌)A;么點牌;專家;發球得分
707,acknowledgement,(n.15)承認;確認;致謝;回音;公證狀
708,acne,(n.4)粉刺
709,admiral,(n.7)艦隊司令; 海軍上將
710,adolescence,(n.11)青春期
711,adolescent,(n.10)青少年
712,adulthood,(n.9)成年(期)
713,advertiser,(n.10)刊登廣告者;廣告客戶
714,affection,(n.9)愛慕;鍾愛
715,agenda,(n.6)議程
716,agony,(n.5)極度痛苦
717,AI,(n.2)人工智慧 (artificial intelligence)
718,airway,(n.6)風道;氣道;航空公司
719,aisle,(n.5)通道;走道
720,algebra,(n.7)代數
721,alien,(n.5)外國人;外星人
722,allergy,(n.7)過敏症
723,alligator,(n.9)短吻鱷
724,ally,(n.4)同盟國;同盟者
725,alternate,(n.9)代替者;候補者
726,altitude,(n.8)高度;海拔
727,anchor,(n.6)錨;靠山;電視新聞節目主持人
728,anthem,(n.6)國歌;頌歌
729,antique,(n.7)古物;古董;古風
730,applause,"(n.8)鼓掌歡迎,喝采"
731,architect,(n.9)建築師
732,architecture,(n.12)建築學
733,arena,(n.5)體育場;競技場
734,armor,(n.5)盔甲;裝甲;(動、植物)保護層
735,ass,(n.3)驢子;笨蛋;太自負的人
736,assault,(n.7)暴行;攻擊;抨擊;施暴
737,asset,"(n.5)財產,資產"
738,astonishment,(n.12)驚訝;驚愕
739,astronaut,"(n.9)太空人,宇航員"
740,astronomer,(n.10)天文學家
741,astronomy,(n.9)天文學
742,attendance,(n.10)出席;出席人數;侍候
743,auditorium,(n.10)會堂;禮堂
744,auxiliary,(n.9)輔助者;助動詞
745,awe,(n.3)敬畏;畏怯
746,bachelor,(n.8)單身漢
747,backbone,(n.8)脊柱;支柱;骨幹
748,badge,(n.5)徽章;證章
749,ballot,(n.6)選票;候選人名單
750,ban,(n.3)禁止;禁令
751,bandit,(n.6)強盜;土匪
752,banner,(n.6)旗幟;橫幅;大標題
753,banquet,(n.7)盛宴
754,barbarian,(n.9)野蠻人
755,barbershop,(n.10)理髮店
756,bass,(n.4)男低音;低音樂器;鱸魚
757,batch,(n.5)一批;一群;一爐;一團
758,batter,(n.6)打擊手;糊狀物
759,bazaar,(n.6)(中東的)市場;商店街;義賣
760,behalf,(n.6)代表
761,belongings,(n.10)財產;攜帶物品
762,beloved,(n.7)心愛的人
763,bid,(n.3)出價
764,blacksmith,(n.10)鐵匠
765,blast,(n.5)(一陣)疾風;突然吹奏;爆破
766,blaze,(n.5)火焰;火災;光輝;掃射
767,bleach,(n.6)漂白;漂白劑
768,blizzard,(n.8)大風雪
769,blond,(n.5)白膚金髮碧眼的人
770,blonde,(n.6)白膚金髮碧眼的女人
771,blot,(n.4)墨水漬;污漬;污點
772,blues,(n.5)藍調;憂鬱
773,blur,(n.4)模糊;模糊不清的事物
774,bodyguard,(n.9)保鏢;護衛隊
775,bog,(n.3)沼澤;泥塘
776,bolt,(n.4)門栓;螺栓;電光;衝撞
777,bonus,(n.5)獎金;額外津貼;分紅
778,boom,(n.4)隆隆聲;景氣;激增;暴漲
779,booth,(n.5)(有篷的)貨攤;崗亭;(餐廳等)雅座
780,boredom,(n.7)無聊;厭倦
781,bosom,(n.5)胸;乳房;(衣服的)襟;胸懷
782,botany,(n.6)植物學;(總稱)一個地區的植物
783,boulevard,(n.9)林蔭大道;大馬路
784,bound,(n.5)跳躍;領域;界限
785,boundary,(n.8)邊界;分界線;界限
786,bowel,(n.5)腸;內部;深處
787,boxer,(n.5)拳擊手;拳師;拳師狗
788,boxing,(n.6)拳擊;拳術;裝箱
789,boyhood,(n.7)(男姓的)童年
790,brace,(n.5)支柱;大括號;(牙齒)矯正器
791,braid,(n.5)髮辮;穗帶
792,breadth,(n.7)寬度;幅度;寬宏
793,bribe,(n.5)賄賂
794,briefcase,(n.9)公事包
795,bronze,(n.6)青銅;青銅製品;古銅色
796,brooch,(n.6)女用胸針(或領針)
797,brood,(n.5)一窩孵出的雛鳥;一家的孩子們
798,broth,(n.5)(用肉、蔬菜等煮成的)湯
799,brotherhood,(n.11)兄弟關係;同志關係
800,browse,(n.6)瀏覽
801,bruise,(n.6)青腫;(水果等)碰傷;挫傷
802,bulge,(n.5)腫脹;凸塊;增長
803,bulk,(n.4)體積;容積;大塊;大多數
804,bully,(n.5)恃強欺弱者;惡霸
805,bureau,(n.6)事務處
806,butcher,(n.7)肉販
807,cactus,(n.6)仙人掌
808,calf,(n.4)小牛;(鯨、象等的)幼兒;小腿
809,calligraphy,(n.11)書法;筆跡
810,canal,(n.5)運河;河渠
811,cannon,(n.6)大砲;榴彈砲
812,carbon,(n.6)碳;複寫紙
813,cardboard,(n.9)硬紙板;卡紙板
814,caretaker,(n.9)照顧者;管理人
815,carnation,(n.9)康乃馨;淡紅色
816,carnival,(n.8)狂歡節;嘉年華會
817,carp,(n.4)鯉魚
818,carton,(n.6)紙盒;紙板箱
819,category,(n.8)種類;類別
820,cathedral,(n.9)大教堂
821,caution,(n.7)小心;謹慎;警告
822,celebrity,(n.9)名人;名流
823,celery,(n.6)芹菜
824,cellar,(n.6)地下室;地窖;酒窖
825,cello,(n.5)大提琴
826,cellphone,"(n.9)手機,大哥大"
827,cell-phone,"(n.10)手機,大哥大"
828,cellular phone,"(n.14)手機,大哥大"
829,Centigrade,(n.10)攝氏度
830,ceremony,"(n.8)儀式,典禮"
831,certificate,(n.11)證明書;執照
832,chair,(n.5)椅子
833,chairman,(n.8)主席
834,chairperson,(n.11)主席(沒有性別歧視的字眼)
835,chairwoman,(n.10)女主席;女議長
836,chant,(n.5)詠唱;吟誦;單調的語調
837,chatter,(n.7)嘮叨;饒舌;吱吱聲
838,checkbook,(n.9)支票簿
839,check-in,(n.8)辦理投宿(或登機)手續;報到
840,check-out,(n.9)檢查;調查;付款退租;下班離開
841,checkup,(n.7)檢查;體檢
842,chef,(n.4)(餐館等的)主廚;大師傅
843,chemist,(n.7)化學家
844,chestnut,(n.8)栗子;栗樹;栗色
845,chili,(n.5)紅番椒
846,chimpanzee,(n.10)黑猩猩
847,choir,(n.5)(教堂的)唱詩班;合唱團
848,chord,(n.5)(樂器的)弦;心弦;弦桿;和音
849,circuit,(n.7)環道;一圈;巡迴路線;電路
850,clam,(n.4)蛤;蚌;守口如瓶的人
851,clan,(n.4)氏族;部落;家族
852,clasp,(n.5)扣子;鉤子;夾子;緊握;緊抱
853,clause,(n.6)(文件的)條款;子句
854,clover,(n.6)苜蓿
855,cluster,(n.7)串;簇;群
856,clutch,(n.6)爪子;手;掌握;攫取;離合器
857,coastline,(n.9)海岸線
858,cocoon,(n.6)繭
859,coil,(n.4)(一)捲;(一)圈;(一)匝;線圈
860,colleague,"(n.9)同事,同僚"
861,colonel,(n.7)陸軍上校
862,colonial,(n.8)殖民地居民
863,combat,(n.6)戰鬥;格鬥;反對
864,comedian,(n.8)喜劇演員
865,comet,(n.5)彗星
866,commentator,(n.11)(電臺、電視臺等)時事評論者
867,commission,(n.10)佣金
868,commodity,(n.9)商品;日用品
869,commonplace,(n.11)司空見慣的事;老生常談
870,communism,(n.9)共產主義
871,communist,(n.9)共產主義者
872,commuter,(n.8)通勤者
873,compact,(n.7)連鏡小粉盒;小型轎車
874,compass,(n.7)羅盤;指南針;圓規
875,compassion,(n.10)憐憫;同情
876,compliment,(n.10)恭維;問候;致意
877,compound,(n.8)混合物
878,comprehension,(n.13)理解;理解力
879,compromise,(n.10)妥協;危及;(原則等的)放棄
880,comrade,(n.7)夥伴;同事;(共產黨的)同志
881,conduct,"(n.7)行為,品行,舉動"
882,confession,(n.10)承認;供認;告解
883,consent,(n.7)同意;贊成
884,conserve,"(n.8)糖漬食品,蜜餞;果醬"
885,console,(n.7)操縱臺
886,constitutional,(n.14)保健散步;保健運動
887,contemporary,(n.12)同時代的人;同年齡的人;同時期的東西
888,contempt,(n.8)輕視;(對法庭等的)藐視
889,continuity,(n.10)連續性;一貫性
890,convict,(n.7)(服刑的)囚犯
891,copyright,(n.9)版權;著作權
892,coral,(n.5)珊瑚
893,corporation,(n.11)股份(有限)公司
894,correspondence,(n.14)一致;相對應;通信;(總稱)信件
895,corridor,"(n.8)迴廊,通道"
896,counsel,(n.7)商議;忠告;法律顧問
897,counselor,(n.9)顧問;(學生的)輔導員;律師
898,coupon,(n.6)回數票;減價優待券
899,courtyard,(n.9)庭院;天井
900,cracker,(n.7)(淡或鹹的)薄脆餅乾;鞭炮
901,crater,(n.6)火山口;巨大坑洞
902,creak,(n.5)咯吱咯吱聲
903,creek,(n.5)小河;溪
904,crib,(n.4)嬰兒床
905,crocodile,(n.9)鱷魚
906,crossing,"(n.8)交叉;交叉點,橫穿;雜交"
907,crouch,(n.6)蹲伏(姿勢)
908,crunch,(n.6)嘎吱吱(咬嚼)聲音;關鍵時刻
909,crystal,(n.7)水晶
910,cuisine,(n.7)烹飪(法);菜餚
911,curb,(n.4)人行道旁的水泥(或石)邊;抑制
912,currency,(n.8)通貨;貨幣
913,curriculum,(n.10)學校的全部課程
914,curry,(n.5)咖喱
915,customs,(n.7)關稅;報關手續;海關出入境口
916,dart,(n.4)標槍;鏢;飛奔
917,dazzle,(n.6)耀眼的光;令人讚歎的東西
918,decay,(n.5)腐爛;蛀牙
919,declaration,"(n.11)宣佈,宣告;宣言,聲明"
920,delegate,(n.8)代表;會議代表
921,delegation,(n.10)授權;代表團
922,democrat,(n.8)民主主義者
923,denial,(n.6)否認;拒絕
924,despair,(n.7)絕望
925,destination,"(n.11)目的地,終點"
926,destiny,(n.7)命運;天數
927,detergent,"(n.9)洗潔劑,洗衣粉"
928,devotion,(n.8)奉獻
929,dialect,(n.7)方言
930,disbelief,(n.9)不信;懷疑
931,discard,"(n.7)拋棄,丟棄"
932,disciple,(n.8)信徒;門徒
933,distinction,(n.11)區別;殊勳;榮譽
934,distress,(n.8)悲痛;苦惱
935,document,(n.8)文件;證件
936,doorstep,(n.8)門階
937,doorway,(n.7)出入口;門口
938,dormitory,(n.9)學生宿舍
939,dough,(n.5)生麵糰;現款
940,drape,(n.5)簾(尤指窗簾);幔
941,dresser,(n.7)衣櫃
942,dressing,"(n.8)打扮;佈置,裝飾;(拌沙拉等用的)調料"
943,driveway,(n.8)車道
944,duration,"(n.8)持續,持久"
945,dusk,"(n.4)薄暮,黃昏"
946,dwarf,(n.5)矮子;矮小的動(植)物
947,dwelling,(n.8)住處;寓所
948,eclipse,(n.7)蝕;被遮蔽;黯然失色
949,eel,(n.3)鰻魚
950,ego,(n.3)自我;自負
951,embrace,(n.7)擁抱
952,endeavor,(n.8)努力;盡力
953,enrollment,(n.10)登記;入會;入伍;登記人數
954,enterprise,"(n.10)企業,公司"
955,escort,(n.6)護衛隊;護航隊;護送;護航
956,estate,(n.6)地產
957,esteem,(n.6)尊重;評價
958,ethic,(n.5)倫理標準
959,evergreen,(n.9)常綠樹;萬年青
960,exaggeration,(n.12)誇張
961,excess,(n.6)超越;過量
962,executive,(n.9)執行者;業務主管
963,exile,(n.5)流放;流亡;被流放者
964,extension,(n.9)伸長;擴大;延期
965,exterior,(n.8)外部;外表;外景
966,external,(n.8)外表;表面
967,eyelash,(n.7)(一根)睫毛;(一根)眼毛
968,eyelid,(n.6)眼皮;眼瞼
969,fabric,(n.6)布料;織品
970,fad,(n.3)一時的流行(或風尚)
971,Fahrenheit,(n.10)華氏溫標
972,fatigue,(n.7)疲勞;勞累
973,feminine,(n.8)女性;陰性;陰性詞(或形式)
974,fertilizer,(n.10)肥料
975,fianc?,(n.6)未婚夫
976,fianc?e,(n.7)未婚妻
977,fiber,(n.5)纖維
978,fiddle,(n.6)小提琴;欺詐
979,filter,(n.6)濾器
980,fin,(n.3)鰭;鰭狀物
981,fishery,(n.7)漁業
982,flake,(n.5)小薄片
983,flap,(n.4)薄片;(信封的)蓋口;拍動
984,flaw,(n.4)缺點;瑕疵;裂隙
985,flick,(n.5)(鞭子的)輕打;(手指的)輕彈
986,flip,(n.4)輕彈;輕擊
987,flourish,(n.8)揮舞;炫耀性的動作
988,fluency,(n.7)流暢;流暢的說話(或寫作)
989,foe,(n.3)敵人;反對者
990,foil,(n.4)箔;花劍劍術
991,folklore,(n.8)民間傳說
992,format,(n.6)版式;形式
993,foul,(n.4)(比賽中)犯規
994,fowl,(n.4)禽;禽肉
995,fraction,(n.8)小部分;片段;碎片
996,framework,(n.9)架構;組織
997,freight,(n.7)(船運的)貨物;運費
998,frontier,(n.8)邊境;邊疆;新領域
999,fume,(n.4)煙;氣;憤怒
1000,fury,(n.4)狂怒;狂暴;猛烈
1001,fuse,(n.4)保險絲;引信
1002,fuss,(n.4)忙亂;小題大作;爭論
1003,gallop,(n.6)(馬等的)疾馳;騎馬奔馳
1004,garment,(n.7)服裝;衣著
1005,gasp,(n.4)倒抽一口氣;喘氣
1006,gathering,"(n.9)集會,聚集"
1007,gay,(n.3)同性戀者
1008,gender,(n.6)性別
1009,geometry,(n.8)幾何學
1010,glacier,(n.7)冰河
1011,glare,(n.5)瞪眼;怒視;刺眼的強光
1012,gleam,(n.5)微光;閃光;一絲
1013,glee,(n.4)快樂;歡欣
1014,glitter,(n.7)閃光;光彩;(裝飾用)小發光物
1015,gloom,(n.5)陰暗;暗處;沮喪的氣氛
1016,gorge,(n.5)峽谷;暴食
1017,gorilla,(n.7)大猩猩
1018,gospel,(n.6)基督教教義;福音書
1019,grant,"(n.5)獎學金,助學金"
1020,gravity,(n.7)地心吸力
1021,grease,(n.6)油脂;賄賂
1022,greed,(n.5)貪心
1023,grip,(n.4)緊握;(咬或夾)住;理解;掌握
1024,groan,(n.5)呻吟聲;抱怨(聲)
1025,gross,(n.5)總額;總量
1026,growl,(n.5)嗥叫(聲);咆哮
1027,grumble,(n.7)牢騷;轟隆聲
1028,guideline,(n.9)指南;指導方針
1029,gulp,(n.4)吞嚥;一(大)口;哽塞(聲)
1030,gust,(n.4)一陣強風
1031,gut,(n.3)腸子;內臟;勇氣
1032,gypsy,(n.5)吉普賽人;流浪者
1033,hairdo,"(n.6)髮式,髮型; 做頭髮"
1034,hairstyle,(n.9)髮型
1035,handicap,"(n.8)障礙,不利條件"
1036,handicraft,(n.10)手工藝;手工藝品
1037,harness,(n.7)馬具;挽具;保險帶
1038,haul,(n.4)拖;拉;拖運;一次獲得的量
1039,haunt,(n.5)常去之處
1040,hedge,(n.5)樹籬;界限;兩面下注
1041,heed,(n.4)留心;注意
1042,heir,(n.4)繼承人;嗣子
1043,herald,(n.6)報信者;使者;先驅
1044,herb,(n.4)草本植物;藥草
1045,hermit,(n.6)隱士
1046,heroic,(n.6)(常用 heroics ) 英雄辭令;豪壯行為
1047,heterosexual,(n.12)異性戀的人
1048,hi-fi,(n.5)高傳真的音響裝置
1049,hijack,(n.6)劫持事件
1050,hiss,(n.4)嘶嘶聲;噓聲
1051,hockey,(n.6)曲棍球
1052,homosexual,(n.10)同性戀者
1053,honk,(n.4)雁鳴或汽車喇叭聲
1054,hood,(n.4)兜帽;風帽;罩;車蓋
1055,hoof,(n.4)蹄
1056,horizontal,(n.10)水平線;水平面;水平位置
1057,hostage,(n.7)人質;抵押品
1058,hound,(n.5)獵犬;卑劣的人
1059,housing,"(n.7)房屋,住宅"
1060,hover,(n.5)盤旋;徘徊
1061,howl,(n.4)嗥叫;怒吼;大哭;大笑
1062,hurl,(n.4)猛力投擲
1063,hymn,(n.4)讚美詩;聖歌
1064,idiot,(n.5)白癡;笨蛋
1065,impulse,(n.7)衝動;推動力
1066,incense,(n.7)香
1067,index,(n.5)索引;標誌;指示符號
1068,indifference,(n.12)漠不關心;無關緊要
1069,initiate,(n.8)初學者;新加入者
1070,inland,"(n.6)內地,內陸"
1071,institute,"(n.9)(專科性的)學校,大學;研究所"
1072,intent,(n.6)意圖;目的
1073,interference,"(n.12)干涉,干預;擾亂"
1074,interior,(n.8)內部;內地
1075,interpretation,(n.14)解釋;闡明
1076,interpreter,(n.11)通譯員
1077,intuition,(n.9)直覺
1078,isle,(n.4)小島
1079,issue,(n.5)問題;爭論;發行(物)
1080,ivy,(n.3)常春藤
1081,jack,"(n.4)千斤頂;(紙牌中的)""J""牌,杰克;水手"
1082,jade,(n.4)玉;玉製品;綠玉色
1083,janitor,(n.7)清潔工;管理員;看門人
1084,jasmine,(n.7)茉莉;淡黃色
1085,jeer,(n.4)嘲笑;奚落人的話
1086,jingle,(n.6)(鈴、硬幣等金屬的)叮噹聲
1087,jolly,(n.5)快活 (常用 jollies)
1088,journalism,(n.10)新聞業;新聞學
1089,journalist,(n.10)新聞工作者
1090,jug,(n.3)水罐;甕;壺;監牢
1091,jury,(n.4)陪審團
1092,juvenile,(n.8)青少年;幼體;兒童讀物
1093,kin,(n.3)家族;同類
1094,lad,(n.3)男孩;小伙子
1095,landlady,(n.8)女房東
1096,landlord,(n.8)房東
1097,laser,(n.5)雷射
1098,lash,(n.4)鞭打;(風浪等的)猛烈打擊;斥責
1099,latitude,(n.8)緯度;
1100,lawmaker,(n.8)立法者
1101,layer,(n.5)層;階層;地層
1102,league,"(n.6)同盟,聯盟"
1103,legislation,(n.11)立法;法規
1104,lieutenant,(n.10)中尉(或少尉);助理官
1105,likelihood,(n.10)可能;可能性
1106,lime,(n.4)石灰;酸橙
1107,limp,(n.4)跛行
1108,livestock,(n.9)(總稱)家畜
1109,lizard,(n.6)蜥蜴
1110,locomotive,(n.10)火車頭
1111,locust,(n.6)蝗蟲
1112,lodge,(n.5)木屋;小旅舍;守衛室
1113,logo,(n.4)商標
1114,longitude,(n.9)經度
1115,lottery,(n.7)獎券;彩票;抽籤;運氣
1116,lotus,(n.5)蓮花
1117,lumber,(n.6)木材;木料
1118,lump,(n.4)團;塊;腫塊;小方塊
1119,maiden,(n.6)少女;處女
1120,mainland,(n.8)大陸
1121,mainstream,(n.10)(河的)主流;主要傾向
1122,maintenance,(n.11)維持;維修;保養
1123,majesty,(n.7)雄偉;壯麗;(帝王的)威嚴
1124,mammal,(n.6)哺乳動物
1125,mansion,"(n.7)大廈,大樓"
1126,maple,(n.5)槭樹;楓樹
1127,marine,(n.6)船舶;海運業;海軍陸戰隊隊員
1128,marshal,(n.7)元帥;高級將官;典禮官
1129,marvel,(n.6)令人驚奇的事物(或人物)
1130,masculine,(n.9)男性;陽性;陽性詞
1131,mash,(n.4)糊狀物;混合飼料
1132,massage,(n.7)按摩(術);推拿
1133,masterpiece,"(n.11)傑作,名作"
1134,mayonnaise,(n.10)蛋黃醬;美乃滋
1135,meantime,"(n.8)其時,其間"
1136,mechanics,(n.9)力學;機械學;技術;技巧
1137,menace,(n.6)恐嚇;具有危害性的人(或物)
1138,mermaid,(n.7)美人魚
1139,midst,(n.5)當中;中間
1140,migrant,(n.7)移民;候鳥
1141,mileage,(n.7)總英里數;(每單位燃料的)行駛哩數
1142,milestone,(n.9)里程碑;劃時代的事件
1143,mint,(n.4)薄荷;薄荷糖;造幣廠
1144,miser,(n.5)吝嗇鬼;守財奴
1145,mistress,"(n.8)女主人,主婦"
1146,moan,(n.4)呻吟聲;嗚咽聲;悲歎
1147,mock,(n.4)嘲弄;笑柄;仿製品;模擬考
1148,mode,(n.4)方式;型;模式
1149,molecule,(n.8)分子;微小顆粒
1150,monarch,(n.7)君主
1151,mortal,(n.6)人;凡人
1152,moss,(n.4)苔蘚;泥炭沼澤
1153,motherhood,(n.10)母性;(總稱)母親們
1154,motive,(n.6)動機;主旨
1155,mound,(n.5)土墩;墳堆;小丘;投手的踏板
1156,mount,(n.5)騎;可乘騎的東西;底座;山丘
1157,mower,(n.5)割草機;收割機
1158,mumble,(n.6)含糊的話;咕噥
1159,muse,(n.4)沈思;冥想
1160,mustard,(n.7)芥末;芥菜;芥末色
1161,mutter,(n.6)咕噥;抱怨
1162,mutton,(n.6)羊肉
1163,myth,(n.4)神話;虛構的人(或事物)
1164,nag,(n.3)好嘮叨的人
1165,newscast,(n.8)新聞廣播
1166,nibble,(n.6)細咬;啃;少量
1167,nickel,(n.6)鎳;五分鎳幣
1168,nightingale,(n.11)夜鶯
1169,nostril,(n.7)鼻孔
1170,notable,(n.7)名人;顯要人物
1171,notion,(n.6)概念;想法;打算
1172,novice,(n.6)新手;初學者
1173,nucleus,(n.7)(原子)核;細胞核;核心
1174,nude,(n.4)裸體畫像;裸體
1175,oar,(n.3)槳;櫓;划手
1176,oasis,(n.5)(沙漠中)的綠洲
1177,oath,(n.4)誓言;宣誓
1178,oatmeal,(n.7)燕麥片;燕麥粥
1179,oblong,(n.6)橢圓形
1180,observer,(n.8)觀察員;奉行者
1181,occurrence,(n.10)發生;出現;事件
1182,octopus,(n.7)章魚
1183,odds,(n.4)機會;可能性;投注賠率;不和
1184,odor,(n.4)氣味
1185,olive,(n.5)橄欖;橄欖色
1186,opponent,"(n.8)對手;敵手,反對者"
1187,optimism,(n.8)樂觀;樂觀主義
1188,orchard,(n.7)果樹園;果樹林
1189,organizer,(n.9)組織者;萬用記事本
1190,orient,(n.6)亞洲國家(尤指東亞)
1191,oriental,(n.8)東方人;亞洲人
1192,ornament,(n.8)裝飾品;裝飾
1193,orphanage,(n.9)孤兒院;孤兒身分
1194,ostrich,(n.7)駝鳥;有駝鳥心理的人
1195,ounce,"(n.5)盎司,英兩"
1196,output,(n.6)出產;生產;產量
1197,outsider,(n.8)外人;門外漢;局外人
1198,outskirts,(n.9)(複數)郊外;郊區
1199,overall,(n.7)工作褲;工作服;防護服
1200,overflow,(n.8)溢出;過剩;泛濫
1201,overwork,(n.8)過於繁重的工作;過勞
1202,oyster,(n.6)牡蠣;沈默寡言的人
1203,ozone,(n.5)臭氧
1204,pacific,(n.7)(大寫) 太平洋
1205,packet,(n.6)小包(裹);小捆;小袋
1206,paddle,(n.6)槳;(桌球的)球拍
1207,pane,(n.4)窗玻璃片;窗格;嵌板
1208,paradox,(n.7)自相矛盾的議論
1209,parallel,(n.8)平行線;平行面
1210,parlor,(n.6)客廳;接待室
1211,participant,(n.11)關係者;參與者
1212,particle,(n.8)微粒;顆粒
1213,pastime,(n.7)消遣;娛樂
1214,pastry,(n.6)酥皮點心
1215,patch,(n.5)補釘;補片;貼片
1216,patent,(n.6)專利;專利權
1217,patriot,(n.7)愛國者
1218,patrol,(n.6)巡邏;巡邏兵
1219,patron,(n.6)贊助者;主顧(尤指老顧客)
1220,peacock,(n.7)孔雀;愛炫耀的人
1221,peasant,(n.7)農夫
1222,peck,(n.4)啄;啄痕;輕吻
1223,peddler,(n.7)小販
1224,peek,(n.4)偷偷看;一瞥
1225,peg,(n.3)栓;樁;(曬衣用)衣夾;(木製)假腿
1226,perch,(n.5)(鳥類的)棲息處
1227,performer,(n.9)演出者;演奏者;表演者
1228,peril,(n.5)(嚴重的)危險;危險的事物
1229,personnel,(n.9)(總稱)人員;員工;人事部門
1230,pessimism,(n.9)悲觀;悲觀主義
1231,pier,(n.4)碼頭;防波堤
1232,pilgrim,"(n.7)香客,朝聖者"
1233,pillar,(n.6)柱子;棟樑
1234,pimple,(n.6)丘疹;面皰
1235,pinch,(n.5)擰;夾;(一)撮
1236,piss,(n.4)小便
1237,pistol,(n.6)手槍
1238,plague,(n.6)瘟疫;天災;禍患
1239,plantation,(n.10)大農園;造林地
1240,playwright,(n.10)劇作家
1241,plea,(n.4)請求;懇求
1242,pledge,(n.6)保證;誓言;抵押
